# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = lepton (meson = 0.7 D0 + 0.3 D+). NP params (cm,lm,hm) = 0.1, 0.06, 0.135
# BR(q->meson) = 1
# BR(meson->lepton) = 0.103
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0.5
# ptmax = 299.5
# etamin = -1
# etamax = 1
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  82.5000 4.4908e-01 3.8785e-01 5.0984e-01 4.0644e-01 4.8709e-01 4.3888e-01 4.6937e-01 4.0634e-01 4.9193e-01
  83.5000 4.1952e-01 3.6221e-01 4.7644e-01 3.7966e-01 4.5505e-01 4.1004e-01 4.3857e-01 3.7945e-01 4.5969e-01
  84.5000 3.9222e-01 3.3854e-01 4.4558e-01 3.5494e-01 4.2539e-01 3.8337e-01 4.1004e-01 3.5463e-01 4.3003e-01
  85.5000 3.6699e-01 3.1648e-01 4.1691e-01 3.3197e-01 3.9799e-01 3.5865e-01 3.8357e-01 3.3156e-01 4.0242e-01
  86.5000 3.4361e-01 2.9620e-01 3.9044e-01 3.1085e-01 3.7255e-01 3.3578e-01 3.5916e-01 3.1024e-01 3.7698e-01
  87.5000 3.2187e-01 2.7742e-01 3.6586e-01 2.9118e-01 3.4896e-01 3.1456e-01 3.3650e-01 2.9056e-01 3.5329e-01
  88.5000 3.0179e-01 2.5992e-01 3.4306e-01 2.7295e-01 3.2713e-01 2.9489e-01 3.1549e-01 2.7223e-01 3.3135e-01
  89.5000 2.8304e-01 2.4375e-01 3.2192e-01 2.5606e-01 3.0684e-01 2.7655e-01 2.9592e-01 2.5523e-01 3.1096e-01
  90.5000 2.6564e-01 2.2864e-01 3.0228e-01 2.4030e-01 2.8799e-01 2.5956e-01 2.7779e-01 2.3937e-01 2.9201e-01
  91.5000 2.4957e-01 2.1456e-01 2.8395e-01 2.2567e-01 2.7048e-01 2.4380e-01 2.6090e-01 2.2464e-01 2.7439e-01
  92.5000 2.3453e-01 2.0160e-01 2.6691e-01 2.1208e-01 2.5420e-01 2.2918e-01 2.4524e-01 2.1105e-01 2.5791e-01
  93.5000 2.2052e-01 1.8944e-01 2.5106e-01 1.9941e-01 2.3896e-01 2.1548e-01 2.3062e-01 1.9828e-01 2.4267e-01
  94.5000 2.0744e-01 1.7813e-01 2.3633e-01 1.8756e-01 2.2485e-01 2.0270e-01 2.1692e-01 1.8643e-01 2.2845e-01
  95.5000 1.9529e-01 1.6761e-01 2.2256e-01 1.7654e-01 2.1167e-01 1.9086e-01 2.0425e-01 1.7541e-01 2.1517e-01
  96.5000 1.8385e-01 1.5780e-01 2.0972e-01 1.6624e-01 1.9931e-01 1.7974e-01 1.9230e-01 1.6511e-01 2.0281e-01
  97.5000 1.7325e-01 1.4859e-01 1.9767e-01 1.5666e-01 1.8777e-01 1.6933e-01 1.8128e-01 1.5543e-01 1.9117e-01
  98.5000 1.6336e-01 1.4003e-01 1.8645e-01 1.4770e-01 1.7706e-01 1.5965e-01 1.7088e-01 1.4647e-01 1.8035e-01
  99.5000 1.5409e-01 1.3196e-01 1.7601e-01 1.3926e-01 1.6707e-01 1.5069e-01 1.6120e-01 1.3802e-01 1.7026e-01
 100.5000 1.4544e-01 1.2447e-01 1.6613e-01 1.3143e-01 1.5759e-01 1.4214e-01 1.5213e-01 1.3019e-01 1.6078e-01
 101.5000 1.3730e-01 1.1752e-01 1.5699e-01 1.2412e-01 1.4883e-01 1.3421e-01 1.4369e-01 1.2288e-01 1.5193e-01
 102.5000 1.2978e-01 1.1088e-01 1.4830e-01 1.1721e-01 1.4059e-01 1.2679e-01 1.3575e-01 1.1598e-01 1.4358e-01
 103.5000 1.2267e-01 1.0473e-01 1.4024e-01 1.1083e-01 1.3287e-01 1.1989e-01 1.2824e-01 1.0949e-01 1.3586e-01
 104.5000 1.1598e-01 9.9007e-02 1.3264e-01 1.0475e-01 1.2566e-01 1.1340e-01 1.2133e-01 1.0352e-01 1.2844e-01
 105.5000 1.0970e-01 9.3599e-02 1.2558e-01 9.9127e-02 1.1886e-01 1.0722e-01 1.1474e-01 9.7809e-02 1.2164e-01
 106.5000 1.0382e-01 8.8529e-02 1.1888e-01 9.3812e-02 1.1248e-01 1.0152e-01 1.0867e-01 9.2494e-02 1.1515e-01
 107.5000 9.8344e-02 8.3741e-02 1.1263e-01 8.8827e-02 1.0650e-01 9.6047e-02 1.0282e-01 8.7509e-02 1.0918e-01
 108.5000 9.3174e-02 7.9281e-02 1.0671e-01 8.4161e-02 1.0094e-01 9.1021e-02 9.7438e-02 8.2822e-02 1.0341e-01
 109.5000 8.8292e-02 7.5073e-02 1.0119e-01 7.9753e-02 9.5646e-02 8.6232e-02 9.2267e-02 7.8414e-02 9.8108e-02
 110.5000 8.3698e-02 7.1130e-02 9.5992e-02 7.5602e-02 9.0671e-02 8.1751e-02 8.7478e-02 7.4284e-02 9.3091e-02
 111.5000 7.9382e-02 6.7414e-02 9.1098e-02 7.1688e-02 8.5984e-02 7.7549e-02 8.2987e-02 7.0401e-02 8.8364e-02
 112.5000 7.5314e-02 6.3922e-02 8.6495e-02 6.8011e-02 8.1576e-02 7.3635e-02 7.8805e-02 6.6734e-02 8.3893e-02
 113.5000 7.1492e-02 6.0631e-02 8.2146e-02 6.4550e-02 7.7435e-02 6.9896e-02 7.4778e-02 6.3294e-02 7.9701e-02
 114.5000 6.7877e-02 5.7522e-02 7.8058e-02 6.1285e-02 7.3521e-02 6.6353e-02 7.1019e-02 6.0039e-02 7.5746e-02
 115.5000 6.4478e-02 5.4595e-02 7.4186e-02 5.8216e-02 6.9834e-02 6.3036e-02 6.7455e-02 5.6969e-02 7.2007e-02
 116.5000 6.1275e-02 5.1832e-02 7.0536e-02 5.5311e-02 6.6363e-02 5.9895e-02 6.4087e-02 5.4085e-02 6.8485e-02
 117.5000 5.8247e-02 4.9240e-02 6.7099e-02 5.2582e-02 6.3087e-02 5.6949e-02 6.0924e-02 5.1366e-02 6.5158e-02
 118.5000 5.5393e-02 4.6788e-02 6.3851e-02 5.0007e-02 5.9998e-02 5.4137e-02 5.7938e-02 4.8801e-02 6.2016e-02
 119.5000 5.2695e-02 4.4473e-02 6.0782e-02 4.7565e-02 5.7072e-02 5.1500e-02 5.5115e-02 4.6381e-02 5.9050e-02
 120.5000 5.0151e-02 4.2283e-02 5.7861e-02 4.5258e-02 5.4312e-02 4.9018e-02 5.2458e-02 4.4094e-02 5.6217e-02
 121.5000 4.7730e-02 4.0218e-02 5.5120e-02 4.3075e-02 5.1685e-02 4.6669e-02 4.9934e-02 4.1931e-02 5.3570e-02
 122.5000 4.5464e-02 3.8273e-02 5.2539e-02 4.1035e-02 4.9244e-02 4.4444e-02 4.7555e-02 3.9892e-02 5.1067e-02
 123.5000 4.3312e-02 3.6423e-02 5.0081e-02 3.9088e-02 4.6906e-02 4.2343e-02 4.5310e-02 3.7956e-02 4.8688e-02
 124.5000 4.1282e-02 3.4664e-02 4.7754e-02 3.7245e-02 4.4702e-02 4.0345e-02 4.3167e-02 3.6122e-02 4.6443e-02
 125.5000 3.9336e-02 3.3007e-02 4.5554e-02 3.5484e-02 4.2591e-02 3.8460e-02 4.1159e-02 3.4392e-02 4.4311e-02
 126.5000 3.7513e-02 3.1449e-02 4.3458e-02 3.3835e-02 4.0623e-02 3.6678e-02 3.9253e-02 3.2764e-02 4.2271e-02
 127.5000 3.5782e-02 2.9976e-02 4.1488e-02 3.2280e-02 3.8749e-02 3.4989e-02 3.7441e-02 3.1219e-02 4.0366e-02
